lead_id,lead_date,campaign_id,campaign_name,marketing_channel,target_segment,funnel_stage,is_mql,is_sql,is_opportunity,is_customer,deal_value_usd,days_to_close
LEAD-20241860,2024-08-19,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20241861,2025-12-21,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241862,2025-06-09,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241863,2024-11-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Sales Qualified Lead,1,1,0,0,0.0,21
LEAD-20241864,2024-03-24,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241865,2024-11-01,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,22
LEAD-20241866,2024-11-24,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241867,2025-08-28,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20241868,2025-04-10,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241869,2025-03-04,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,31
LEAD-20241870,2024-12-08,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241871,2024-07-16,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241872,2024-03-24,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20241873,2024-03-25,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241874,2025-07-10,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20241875,2025-10-23,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241876,2024-10-22,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241877,2024-06-08,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20241878,2025-07-20,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Closed Won,1,1,1,1,4052.58,111
LEAD-20241879,2024-04-26,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Opportunity,1,1,1,0,0.0,75
LEAD-20241880,2025-04-13,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,19
LEAD-20241881,2025-07-20,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241882,2024-12-06,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20241883,2024-10-13,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,86
LEAD-20241884,2024-06-22,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20241885,2024-09-25,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241886,2025-06-13,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Closed Won,1,1,1,1,3240.34,69
LEAD-20241887,2025-12-06,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20241888,2024-01-12,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20241889,2025-05-30,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20241890,2024-08-31,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241891,2025-10-16,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241892,2025-03-14,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,33
LEAD-20241893,2024-06-01,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241894,2024-05-28,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Opportunity,1,1,1,0,0.0,63
LEAD-20241895,2024-06-14,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,34
LEAD-20241896,2024-10-02,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241897,2025-04-01,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241898,2025-01-10,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20241899,2024-01-25,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20241900,2024-06-16,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20241901,2024-12-06,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Closed Won,1,1,1,1,11485.15,87
LEAD-20241902,2024-10-16,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241903,2025-08-29,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20241904,2025-11-01,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20241905,2025-09-08,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,18
LEAD-20241906,2025-07-05,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,73
LEAD-20241907,2024-03-06,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20241908,2024-10-25,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20241909,2025-01-29,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,64
LEAD-20241910,2025-03-20,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,12
LEAD-20241911,2025-07-24,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241912,2024-05-20,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20241913,2025-01-19,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20241914,2025-03-30,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241915,2025-02-01,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,15
LEAD-20241916,2025-06-09,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20241917,2025-09-27,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20241918,2025-01-01,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,33
LEAD-20241919,2024-12-20,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,76
LEAD-20241920,2024-03-05,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241921,2025-06-25,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241922,2024-10-31,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,41
LEAD-20241923,2024-08-28,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,30
LEAD-20241924,2024-02-07,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20241925,2024-06-03,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241926,2024-11-07,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241927,2025-06-27,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20241928,2024-08-22,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241929,2024-08-02,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241930,2024-10-29,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20241931,2024-06-15,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20241932,2025-02-24,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Closed Won,1,1,1,1,7598.16,104
LEAD-20241933,2025-10-16,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Opportunity,1,1,1,0,0.0,36
LEAD-20241934,2024-03-25,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,37
LEAD-20241935,2024-02-11,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241936,2024-01-10,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20241937,2025-12-08,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20241938,2025-11-16,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,44
LEAD-20241939,2025-01-03,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241940,2024-10-07,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241941,2025-11-21,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20241942,2024-12-23,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20241943,2024-04-18,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241944,2025-05-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20241945,2024-03-02,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241946,2024-08-03,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,49
LEAD-20241947,2024-03-14,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20241948,2024-05-05,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,89
LEAD-20241949,2025-05-26,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241950,2024-03-18,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,81
LEAD-20241951,2024-01-09,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241952,2025-04-12,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,12
LEAD-20241953,2025-08-25,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20241954,2024-01-29,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241955,2025-04-09,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20241956,2025-07-28,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,42
LEAD-20241957,2025-11-20,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241958,2025-09-08,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241959,2024-11-09,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20241960,2024-08-30,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,31
LEAD-20241961,2024-07-05,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Closed Won,1,1,1,1,39947.62,88
LEAD-20241962,2025-11-20,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241963,2024-09-01,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241964,2025-07-06,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241965,2025-01-23,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20241966,2024-12-03,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20241967,2025-03-29,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,13
LEAD-20241968,2025-02-01,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20241969,2024-03-03,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241970,2025-12-09,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20241971,2025-02-28,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20241972,2024-09-06,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,36
LEAD-20241973,2024-08-13,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,16
LEAD-20241974,2024-12-10,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,16
LEAD-20241975,2025-07-25,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241976,2024-03-06,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20241977,2024-01-02,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20241978,2025-07-24,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,42
LEAD-20241979,2025-06-27,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,53
LEAD-20241980,2024-01-15,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20241981,2025-02-25,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241982,2025-12-09,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,42
LEAD-20241983,2024-10-17,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20241984,2024-04-07,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20241985,2024-09-29,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20241986,2024-07-08,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,31
LEAD-20241987,2025-10-02,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241988,2024-03-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20241989,2025-08-03,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,36
LEAD-20241990,2025-09-07,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241991,2024-07-17,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20241992,2024-11-23,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20241993,2025-12-02,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20241994,2025-12-11,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20241995,2025-03-27,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20241996,2024-05-16,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20241997,2025-10-16,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Closed Won,1,1,1,1,2976.97,69
LEAD-20241998,2024-12-08,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,30
LEAD-20241999,2025-10-08,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242000,2024-09-17,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20242001,2024-12-04,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20242002,2024-07-25,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242003,2024-03-18,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242004,2024-01-25,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242005,2024-04-30,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20242006,2024-02-01,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242007,2024-09-11,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,44
LEAD-20242008,2024-09-17,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242009,2024-12-20,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20242010,2024-08-08,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20242011,2025-04-13,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,31
LEAD-20242012,2025-04-19,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242013,2024-01-02,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20242014,2025-11-24,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,31
LEAD-20242015,2025-05-25,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,42
LEAD-20242016,2025-01-20,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20242017,2024-04-07,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,27
LEAD-20242018,2024-09-09,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20242019,2025-04-04,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20242020,2024-08-08,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20242021,2024-08-18,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20242022,2025-09-30,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,15
LEAD-20242023,2025-04-20,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,11
LEAD-20242024,2024-10-03,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20242025,2025-04-23,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242026,2024-11-23,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242027,2025-12-02,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20242028,2025-10-25,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242029,2024-10-04,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242030,2024-02-23,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242031,2024-08-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20242032,2024-02-07,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,90
LEAD-20242033,2025-11-01,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20242034,2025-11-29,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242035,2024-01-13,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242036,2024-03-05,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242037,2024-01-28,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20242038,2025-03-21,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242039,2024-02-27,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242040,2025-02-21,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20242041,2025-08-27,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20242042,2025-09-11,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20242043,2025-04-15,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Opportunity,1,1,1,0,0.0,40
LEAD-20242044,2024-06-07,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20242045,2024-12-18,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Opportunity,1,1,1,0,0.0,58
LEAD-20242046,2025-07-24,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20242047,2024-07-14,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Opportunity,1,1,1,0,0.0,48
LEAD-20242048,2024-04-13,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Lead Inbound,0,0,0,0,0.0,0
