shipment_id,order_date,supplier_id,supplier_name,supplier_tier,warehouse_id,origin_warehouse,carrier_name,weight_kg,shipping_cost_usd,scheduled_delivery_date,actual_delivery_date,delivery_delay_days,delivery_status,on_time_flag,damage_flag
SHP-20241451,2024-12-31,SUP-02,Bharat Heavy Forgings,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,72.04,114.22,2025-01-05,2025-01-05,0,On-Time,1,0
SHP-20241452,2024-05-24,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,31.25,67.17,2024-05-30,2024-06-01,2,Delayed,0,0
SHP-20241453,2025-03-29,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,232.27,282.1,2025-04-01,2025-04-01,0,On-Time,1,0
SHP-20241454,2024-02-16,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,114.13,245.13,2024-02-21,2024-02-21,0,On-Time,1,0
SHP-20241455,2025-01-21,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,779.68,1486.99,2025-01-23,2025-01-28,5,Delayed,0,0
SHP-20241456,2024-03-19,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,525.72,625.86,25/03/2024,2024-03-31,6,Delayed,0,0
SHP-20241457,2025-06-27,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,779.37,1506.05,2025-06-29,2025-07-01,2,Delayed,0,0
SHP-20241458,2025-10-07,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,298.66,387.45,2025-10-10,2025-10-14,4,Delayed,0,0
SHP-20241459,2025-04-22,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,759.5,865.31,2025-04-27,2025-04-27,0,On-Time,1,0
SHP-20241460,2025-02-28,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,172.88,260.95,2025-03-04,2025-03-06,2,Delayed,0,0
SHP-20241461,2025-01-25,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,575.93,1100.19,2025-01-27,2025-01-27,0,On-Time,1,1
SHP-20241462,2024-08-30,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,704.52,802.83,2024-09-04,2024-09-10,6,Delayed,0,0
SHP-20241463,2025-05-18,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,140.03,166.13,2025-05-20,2025-05-24,4,Delayed,0,0
SHP-20241464,2025-04-06,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,133.89,179.59,2025-04-09,2025-04-09,0,On-Time,1,0
SHP-20241465,2025-09-27,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,90.05,109.04,2025-09-29,2025-09-29,0,On-Time,1,0
SHP-20241466,2024-06-17,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,338.75,307.1,2024-06-19,2024-06-21,2,Delayed,0,0
SHP-20241467,2025-05-15,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,449.73,576.88,2025-05-18,2025-05-19,1,Delayed,0,0
SHP-20241468,2025-10-28,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,45.53,107.66,2025-11-02,2025-11-07,5,Delayed,0,0
SHP-20241469,2025-05-12,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,538.27,1056.4,2025-05-16,2025-05-16,0,On-Time,1,0
SHP-20241470,2025-12-04,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,584.16,471.29,2025-12-07,2025-12-07,0,on-time  ,1,0
SHP-20241471,2024-10-02,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,73.58,101.31,2024-10-08,2024-10-12,4,Delayed,0,0
SHP-20241472,2025-06-29,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,221.43,233.29,2025-07-01,2025-07-05,4,Delayed,0,0
SHP-20241473,2024-11-26,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,644.24,495.84,2024-11-28,2024-11-28,0,On-Time,1,0
SHP-20241474,2024-01-26,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,385.26,281.89,2024-01-30,2024-02-01,2,Delayed,0,0
SHP-20241475,2024-03-14,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,772.57,1457.86,2024-03-17,2024-03-18,1,Delayed,0,0
SHP-20241476,2025-11-21,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,623.88,753.03,2025-11-25,2025-11-26,1,Delayed,0,0
SHP-20241477,2025-02-18,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,790.11,565.85,2025-02-23,2025-02-24,1,Delayed,0,0
SHP-20241478,2025-02-21,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,259.68,356.4,2025-02-24,2025-02-24,0,On-Time,1,0
SHP-20241479,2024-12-11,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,322.17,242.75,2024-12-17,2024-12-18,1,Delayed,0,0
SHP-20241480,2024-02-14,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,542.75,623.94,2024-02-19,2024-02-19,0,On-Time,1,0
SHP-20241481,2024-09-10,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,531.39,386.61,2024-09-14,2024-09-19,5,Delayed,0,0
SHP-20241482,2025-06-26,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,309.98,637.97,2025-06-29,2025-06-30,1,Delayed,0,0
SHP-20241483,2025-05-23,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,33.35,98.17,2025-05-27,2025-05-27,0,On-Time,1,0
SHP-20241484,2025-10-10,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,725.89,543.8,2025-10-14,2025-10-16,2,Delayed,0,0
SHP-20241485,2024-03-10,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,671.59,1278.39,2024-03-14,2024-03-18,4,Delayed,0,0
SHP-20241486,2025-03-21,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,214.19,193.73,2025-03-26,2025-03-28,2,Delayed,0,0
SHP-20241487,2024-01-15,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,155.36,193.46,2024-01-18,2024-01-20,2,Delayed,0,0
SHP-20241488,2025-09-15,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,759.73,1458.29,2025-09-21,2025-09-21,0,On-Time,1,0
SHP-20241489,2024-03-03,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,567.57,459.57,2024-03-08,2024-03-09,1,Delayed,0,0
SHP-20241490,2024-04-07,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,668.94,502.38,2024-04-09,2024-04-10,1,Delayed,0,0
SHP-20241491,2025-04-15,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,354.48,417.2,2025-04-21,2025-04-26,5,Delayed,0,0
SHP-20241492,2025-02-20,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,467.49,596.58,2025-02-23,2025-02-28,5,Delayed,0,0
SHP-20241493,2025-07-25,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,603.61,1178.83,2025-07-31,2025-08-15,15,Delayed,0,0
SHP-20241494,2025-02-23,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,484.36,344.92,2025-03-01,2025-03-03,2,Delayed,0,0
SHP-20241495,2024-09-07,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,319.01,251.11,2024-09-12,2024-09-12,0,On-Time,1,0
SHP-20241496,2025-01-07,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,261.48,328.03,2025-01-10,2025-01-10,0,On-Time,1,0
SHP-20241497,2025-08-04,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,748.02,1437.86,2025-08-10,2025-08-10,0,On-Time,1,0
SHP-20241498,2024-02-27,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,605.03,1182.77,2024-03-04,2024-03-06,2,Delayed,0,0
SHP-20241499,2024-12-20,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,195.67,192.94,2024-12-23,2024-12-23,0,On-Time,1,0
SHP-20241500,2025-01-14,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,463.0,387.67,2025-01-16,2025-01-16,0,On-Time,1,1
SHP-20241501,2025-04-19,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,320.39,424.95,2025-04-22,2025-04-22,0,On-Time,1,0
SHP-20241502,2024-01-10,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,558.98,413.67,2024-01-14,2024-01-14,0,On-Time,1,0
SHP-20241503,2024-09-01,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,253.33,325.6,2024-09-04,2024-09-05,1,Delayed,0,0
SHP-20241504,2025-10-23,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,436.45,369.1,2025-10-28,2025-10-30,2,Delayed,0,0
SHP-20241505,2024-04-24,SUP-02,Bharat Heavy Forgings,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,354.52,264.53,2024-04-30,2024-05-01,1,Delayed,0,0
SHP-20241506,2024-06-22,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,200.62,451.01,2024-06-26,2024-06-27,1,Delayed,0,0
SHP-20241507,2024-06-18,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,811.84,611.47,2024-06-23,2024-06-26,3,Delayed,0,0
SHP-20241508,2024-06-16,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,760.01,919.91,2024-06-18,2024-06-20,2,Delayed,0,0
SHP-20241509,2025-07-11,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,327.11,689.68,2025-07-16,2025-07-18,2,Delayed,0,0
SHP-20241510,2025-04-24,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,203.4,192.25,2025-04-28,2025-04-28,0,On-Time,1,0
SHP-20241511,2024-01-10,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,259.22,357.66,2024-01-12,2024-01-12,0,On-Time,1,0
SHP-20241512,2024-03-17,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,445.97,360.68,2024-03-23,2024-03-23,0,On-Time,1,0
SHP-20241513,2024-09-02,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,226.59,204.86,2024-09-04,2024-09-12,8,Delayed,0,0
SHP-20241514,2024-09-20,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,289.91,357.39,2024-09-26,2024-10-01,5,Delayed,0,0
SHP-20241515,2024-04-12,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,582.33,719.56,2024-04-17,2024-04-19,2,Delayed,0,0
SHP-20241516,2024-05-25,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,-36.9,114.07,2024-05-28,2024-05-28,0,On-Time,1,0
SHP-20241517,2024-06-23,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,642.84,1242.84,2024-06-27,2024-06-28,1,Delayed,0,0
SHP-20241518,2024-10-10,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,707.26,1401.16,2024-10-13,2024-10-21,8,Delayed,0,0
SHP-20241519,2025-09-06,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,378.61,761.26,2025-09-10,2025-09-10,0,On-Time,1,0
SHP-20241520,2024-06-14,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,261.57,353.52,2024-06-17,2024-06-17,0,On-Time,1,0
SHP-20241521,2025-11-10,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,356.55,260.27,2025-11-16,2025-11-20,4,Delayed,0,0
SHP-20241522,2025-08-28,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,551.35,701.16,2025-08-31,2025-08-31,0,On-Time,1,0
SHP-20241523,2024-04-17,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,456.58,357.77,2024-04-22,2024-04-26,4,Delayed,0,0
SHP-20241524,2024-11-02,SUP-02,Bharat Heavy Forgings,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,647.05,503.72,2024-11-08,2024-11-08,0,On-Time,1,0
SHP-20241525,2024-10-05,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,358.94,324.65,2024-10-09,2024-10-14,5,Delayed,0,0
SHP-20241526,2025-01-19,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,749.51,517.11,2025-01-21,2025-01-22,1,Delayed,0,0
SHP-20241527,2025-06-06,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,623.91,458.51,2025-06-08,2025-06-10,2,Delayed,0,0
SHP-20241528,2024-09-22,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,410.43,512.64,2024-09-24,2024-09-24,0,On-Time,1,0
SHP-20241529,2025-11-03,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,790.81,598.09,2025-11-08,2025-11-09,1,Delayed,0,0
SHP-20241530,2025-09-08,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,360.74,753.1,2025-09-11,2025-09-11,0,On-Time,1,0
SHP-20241531,2025-07-05,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,467.23,372.75,2025-07-10,2025-07-10,0,On-Time,1,0
SHP-20241532,2024-12-02,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,377.76,504.05,2024-12-05,2024-12-05,0,On-Time,1,0
SHP-20241533,2024-10-06,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,709.28,829.63,2024-10-09,2024-10-09,0,On-Time,1,0
SHP-20241534,2024-05-06,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,397.51,790.83,2024-05-12,2024-05-19,7,Delayed,0,0
SHP-20241535,2025-09-13,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,809.98,573.25,2025-09-18,2025-09-18,0,On-Time,1,0
SHP-20241536,2025-10-23,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,740.66,506.87,2025-10-28,2025-10-28,0,On-Time,1,0
SHP-20241537,2025-10-27,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,679.11,830.8,2025-10-30,2025-10-30,0,On-Time,1,0
SHP-20241538,2024-01-02,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,335.19,300.24,2024-01-08,2024-01-10,2,Delayed,0,0
SHP-20241539,2025-02-22,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,78.68,166.8,2025-02-27,2025-03-06,7,Delayed,0,0
SHP-20241540,2025-03-03,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,145.8,141.86,2025-03-08,2025-03-08,0,On-Time,1,0
SHP-20241541,2024-10-01,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,460.59,939.22,2024-10-06,2024-10-08,2,Delayed,0,0
SHP-20241542,2024-01-17,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,322.63,272.99,2024-01-19,2024-01-22,3,Delayed,0,0
SHP-20241543,2025-05-11,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,657.95,1301.15,2025-05-16,2025-05-16,0,On-Time,1,0
SHP-20241544,2024-01-03,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,407.36,501.56,2024-01-05,2024-01-11,6,Delayed,0,0
SHP-20241545,2024-03-21,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,48.53,108.56,2024-03-23,2024-03-23,0,On-Time,1,0
SHP-20241546,2024-07-10,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,398.5,477.18,2024-07-13,2024-07-13,0,On-Time,1,0
SHP-20241547,2025-05-10,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,322.3,686.5,2025-05-14,2025-05-16,2,Delayed,0,0
SHP-20241548,2025-07-15,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,326.18,629.69,2025-07-20,2025-07-21,1,Delayed,0,0
SHP-20241549,2024-01-28,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,786.05,1523.49,2024-01-30,2024-01-31,1,Delayed,0,0
SHP-20241550,2024-03-10,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,440.14,333.35,2024-03-15,2024-03-22,7,Delayed,0,0
SHP-20241551,2024-11-12,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,302.43,246.38,2024-11-17,2024-11-23,6,Delayed,0,0
SHP-20241552,2025-03-04,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,614.3,748.58,07/03/2025,2025-03-07,0,On-Time,1,0
SHP-20241553,2025-04-30,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,680.88,839.48,2025-05-03,2025-05-05,2,Delayed,0,0
SHP-20241554,2025-11-10,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,540.97,404.34,2025-11-14,2025-11-17,3,Delayed,0,0
SHP-20241555,2024-11-27,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,312.09,287.89,2024-12-01,2024-12-01,0,On-Time,1,0
SHP-20241556,2025-05-29,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,560.22,445.52,2025-05-31,2025-05-31,0,On-Time,1,0
SHP-20241557,2024-11-13,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,352.29,475.12,2024-11-18,2024-11-20,2,Delayed,0,0
SHP-20241558,2024-12-04,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,766.43,1509.01,2024-12-07,2024-12-07,0,On-Time,1,0
SHP-20241559,2024-02-19,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,696.61,510.44,2024-02-23,2024-02-23,0,On-Time,1,0
SHP-20241560,2024-08-26,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,334.93,403.87,2024-08-29,2024-08-29,0,On-Time,1,0
SHP-20241561,2025-09-23,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,522.7,623.56,2025-09-28,2025-09-28,0,On-Time,1,0
SHP-20241562,2024-01-31,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,351.93,260.95,2024-02-03,2024-02-11,8,Delayed,0,0
SHP-20241563,2024-04-19,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,620.35,1185.88,2024-04-23,2024-04-26,3,Delayed,0,0
SHP-20241564,2024-02-29,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,521.07,387.74,2024-03-02,2024-03-02,0,On-Time,1,0
SHP-20241565,2025-11-08,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,550.85,655.07,2025-11-14,2025-11-15,1,Delayed,0,0
SHP-20241566,2024-09-28,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,717.17,505.1,2024-09-30,2024-09-30,0,On-Time,1,0
SHP-20241567,2024-09-22,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,333.96,690.66,2024-09-25,2024-09-25,0,On-Time,1,0
SHP-20241568,2025-04-04,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,57.44,141.7,2025-04-08,2025-04-09,1,Delayed,0,0
SHP-20241569,2024-10-04,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,614.68,457.26,2024-10-09,2024-10-10,1,Delayed,0,0
SHP-20241570,2024-07-23,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,-679.99,512.75,2024-07-25,2024-07-25,0,On-Time,1,0
SHP-20241571,2024-09-07,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,155.13,366.08,2024-09-12,2024-09-15,3,Delayed,0,0
SHP-20241572,2024-02-03,SUP-04,Evergreen Raw Materials,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,232.39,189.86,2024-02-08,2024-02-08,0,On-Time,1,0
SHP-20241573,2024-04-23,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,685.19,523.64,2024-04-28,2024-04-28,0,On-Time,1,0
SHP-20241574,2024-11-22,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,565.19,1117.94,2024-11-27,2024-12-08,11,Delayed,0,0
SHP-20241575,2024-12-17,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,411.91,311.5,2024-12-22,2024-12-27,5,Delayed,0,0
SHP-20241576,2025-01-15,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,292.79,234.95,2025-01-21,2025-01-28,7,Delayed,0,0
SHP-20241577,2024-09-24,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,437.25,326.24,2024-09-27,2024-09-28,1,Delayed,0,1
SHP-20241578,2025-04-15,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,579.53,450.61,2025-04-17,2025-04-17,0,On-Time,1,0
SHP-20241579,2024-01-26,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,663.96,460.57,2024-01-29,2024-01-29,0,on-time  ,1,0
SHP-20241580,2025-02-26,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,87.39,211.36,2025-03-03,2025-03-05,2,Delayed,0,0
SHP-20241581,2025-04-22,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,180.12,259.1,2025-04-26,2025-05-01,5,Delayed,0,0
SHP-20241582,2025-12-06,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,210.66,183.45,2025-12-08,2025-12-10,2,Delayed,0,0
SHP-20241583,2024-05-29,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,621.97,1233.07,2024-06-01,2024-06-01,0,On-Time,1,0
SHP-20241584,2025-12-04,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,257.82,217.44,2025-12-06,2025-12-06,0,On-Time,1,0
SHP-20241585,2024-06-05,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,493.01,637.09,2024-06-08,2024-06-08,0,On-Time,1,0
SHP-20241586,2024-02-07,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,157.54,233.78,2024-02-13,2024-02-13,0,On-Time,1,0
